ENCODED_MCT,MCT_BSE_AR,MCT_NM,MCT_BRD_NUM,MCT_SIGUNGU_NM,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,ARE_D,MCT_ME_D,HJD_CODE,X,Y
A8934A6565,서울특별시 성동구 독서당로 295-1,얌*,분식14,서울 성동구,분식,금남시장,20221006,,1120061500.0,201940.48000003028,449874.9400000165
F72B20D757,서울특별시 성동구 독서당로 295-1,타탄*****************,,서울 성동구,한식-단품요리일반,금남시장,20230525,,1120061500.0,201940.48000003028,449874.9400000165
F72B20D757,서울특별시 성동구 독서당로 295-1,타탄*****************,,서울 성동구,한식-단품요리일반,금남시장,20230525,,1120061500.0,201940.48000003028,449874.9400000165
1B13E9E623,서울특별시 성동구 독서당로 295-5,무수*,,서울 성동구,양식,금남시장,20240513,,1120061500.0,201934.81999999008,449883.6200000249
1B13E9E623,서울특별시 성동구 독서당로 295-5,무수*,,서울 성동구,양식,금남시장,20240513,,1120061500.0,201934.81999999008,449883.6200000249
078E739D39,서울특별시 성동구 독서당로 295-5,골목**,,서울 성동구,포장마차,금남시장,20231010,,1120061500.0,201934.81999999008,449883.6200000249
078E739D39,서울특별시 성동구 독서당로 295-5,골목**,,서울 성동구,포장마차,금남시장,20231010,,1120061500.0,201934.81999999008,449883.6200000249
C9FF8B2E0B,서울특별시 성동구 독서당로 295-5,엄마*****,,서울 성동구,한식-찌개/전골,금남시장,20231025,,1120061500.0,201934.81999999008,449883.6200000249
C9FF8B2E0B,서울특별시 성동구 독서당로 295-5,엄마*****,,서울 성동구,한식-찌개/전골,금남시장,20231025,,1120061500.0,201934.81999999008,449883.6200000249
A730AA5039,서울특별시 성동구 독서당로 296-1,맘스******,햄버거2,서울 성동구,햄버거,금남시장,20200218,,1120062000.0,201935.0799999664,449835.6100000259
A730AA5039,서울특별시 성동구 독서당로 296-1,맘스******,햄버거2,서울 성동구,햄버거,금남시장,20200218,,1120062000.0,201935.0799999664,449835.6100000259
1AB3F0C3B0,서울특별시 성동구 독서당로 296-1,진숙**,,서울 성동구,백반/가정식,금남시장,20181214,,1120062000.0,201935.0799999664,449835.6100000259
1AB3F0C3B0,서울특별시 성동구 독서당로 296-1,진숙**,,서울 성동구,백반/가정식,금남시장,20181214,,1120062000.0,201935.0799999664,449835.6100000259
EFB11372BE,서울특별시 성동구 독서당로 297-2,호호***,,서울 성동구,분식,금남시장,20240829,,1120061500.0,201966.60000003484,449872.48000001477
EFB11372BE,서울특별시 성동구 독서당로 297-2,호호***,,서울 성동구,분식,금남시장,20240829,,1120061500.0,201966.60000003484,449872.48000001477
F0879D5E1E,서울특별시 성동구 독서당로 297-2,금대***,,서울 성동구,축산물,금남시장,20201202,,1120061500.0,201966.60000003484,449872.48000001477
F0879D5E1E,서울특별시 성동구 독서당로 297-2,금대***,,서울 성동구,축산물,금남시장,20201202,,1120061500.0,201966.60000003484,449872.48000001477
CA81C3788D,서울특별시 성동구 독서당로 297-3,반도***,,서울 성동구,농산물,금남시장,20190129,,1120061500.0,201953.76000004445,449876.46000002016
CA81C3788D,서울특별시 성동구 독서당로 297-3,반도***,,서울 성동구,농산물,금남시장,20190129,,1120061500.0,201953.76000004445,449876.46000002016
7D0EEB730E,서울특별시 성동구 독서당로 297-3,돈가********,,서울 성동구,한식-단품요리일반,금남시장,20201204,,1120061500.0,201953.76000004445,449876.46000002016
7D0EEB730E,서울특별시 성동구 독서당로 297-3,돈가********,,서울 성동구,한식-단품요리일반,금남시장,20201204,,1120061500.0,201953.76000004445,449876.46000002016
46B7CF90B2,서울특별시 성동구 독서당로 297-8,홍가*****,,서울 성동구,한식-단품요리일반,금남시장,20231024,,1120061500.0,201967.85999998898,449887.79000002414
46B7CF90B2,서울특별시 성동구 독서당로 297-8,홍가*****,,서울 성동구,한식-단품요리일반,금남시장,20231024,,1120061500.0,201967.85999998898,449887.79000002414
50FB1F6C45,서울특별시 성동구 독서당로 297-9,정광**,,서울 성동구,농산물,금남시장,20171201,,1120061500.0,201955.51000004535,449891.6100000211
50FB1F6C45,서울특별시 성동구 독서당로 297-9,정광**,,서울 성동구,농산물,금남시장,20171201,,1120061500.0,201955.51000004535,449891.6100000211
E7BA575772,서울특별시 성동구 독서당로 299-5,은성**,,서울 성동구,한식-육류/고기,금남시장,20180904,,1120061500.0,201973.16000001904,449881.11000001495
E7BA575772,서울특별시 성동구 독서당로 299-5,은성**,,서울 성동구,한식-육류/고기,금남시장,20180904,,1120061500.0,201973.16000001904,449881.11000001495
B6660D3A83,서울특별시 성동구 독서당로 299-6,매우*,,서울 성동구,한식-육류/고기,금남시장,20200713,,1120061500.0,201984.5000000381,449880.3700000214
B6660D3A83,서울특별시 성동구 독서당로 299-6,매우*,,서울 성동구,한식-육류/고기,금남시장,20200713,,1120061500.0,201984.5000000381,449880.3700000214
78331023E2,서울특별시 성동구 독서당로 301-1,청주*****,,서울 성동구,도너츠,금남시장,20210701,,1120061500.0,201993.96999997442,449870.9100000191
78331023E2,서울특별시 성동구 독서당로 301-1,청주*****,,서울 성동구,도너츠,금남시장,20210701,,1120061500.0,201993.96999997442,449870.9100000191
B9FFD4B49A,서울특별시 성동구 독서당로 303-2,풍천**,한식-해물/생선6,서울 성동구,한식-해물/생선,금남시장,20220620,,1120061500.0,202021.13000002314,449867.779999999
B9FFD4B49A,서울특별시 성동구 독서당로 303-2,풍천**,한식-해물/생선6,서울 성동구,한식-해물/생선,금남시장,20220620,,1120061500.0,202021.13000002314,449867.779999999
72AC62D037,서울특별시 성동구 독서당로 303-5,금호**,,서울 성동구,식료품,금남시장,20230524,,1120061500.0,202006.64000002656,449877.93000001914
72AC62D037,서울특별시 성동구 독서당로 303-5,금호**,,서울 성동구,식료품,금남시장,20230524,,1120061500.0,202006.64000002656,449877.93000001914
B683D261A6,서울특별시 성동구 독서당로 303-7,금남************,,서울 성동구,치킨,금남시장,20221107,,1120061500.0,202007.08999998216,449882.0400000193
B683D261A6,서울특별시 성동구 독서당로 303-7,금남************,,서울 성동구,치킨,금남시장,20221107,,1120061500.0,202007.08999998216,449882.0400000193
673E2D3411,서울특별시 성동구 독서당로 312-1,갈비*****,,서울 성동구,한식-국밥/설렁탕,금남시장,20230728,,1120062000.0,202097.39999999915,449831.3400000173
673E2D3411,서울특별시 성동구 독서당로 312-1,갈비*****,,서울 성동구,한식-국밥/설렁탕,금남시장,20230728,,1120062000.0,202097.39999999915,449831.3400000173
6A584E1D14,서울특별시 성동구 독서당로48길 4,미니**,,서울 성동구,카페,금남시장,20200805,,1120062000.0,201909.64000004463,449796.21000001626
6A584E1D14,서울특별시 성동구 독서당로48길 4,미니**,,서울 성동구,카페,금남시장,20200805,,1120062000.0,201909.64000004463,449796.21000001626
1B8A35EA99,서울특별시 성동구 독서당로48길 6,하이****************,,서울 성동구,양식,금남시장,20210428,,1120062000.0,201930.7900000085,449785.4200000212
1B8A35EA99,서울특별시 성동구 독서당로48길 6,하이****************,,서울 성동구,양식,금남시장,20210428,,1120062000.0,201930.7900000085,449785.4200000212
1D20FA334E,서울특별시 성동구 독서당로48길 9,간지******,,서울 성동구,요리주점,금남시장,20241206,,1120062000.0,201955.2299999686,449809.35000001505
1D20FA334E,서울특별시 성동구 독서당로48길 9,간지******,,서울 성동구,요리주점,금남시장,20241206,,1120062000.0,201955.2299999686,449809.35000001505
DF32149DAD,서울특별시 성동구 독서당로50길 1,키라***,,서울 성동구,호프/맥주,금남시장,20201217,,1120062000.0,202090.9499999922,449820.810000023
DF32149DAD,서울특별시 성동구 독서당로50길 1,키라***,,서울 성동구,호프/맥주,금남시장,20201217,,1120062000.0,202090.9499999922,449820.810000023
00DA1813DE,서울특별시 성동구 독서당로60길 2,망고***,,서울 성동구,청과물,,20190905,,1120058000.0,202720.42000003866,450023.11000002525
00DA1813DE,서울특별시 성동구 독서당로60길 2,망고***,,서울 성동구,청과물,,20190905,,1120058000.0,202720.42000003866,450023.11000002525
026EBC2ED1,서울특별시 성동구 독서당로60길 2,티엔************,,서울 성동구,동남아/인도음식,,20230403,,1120058000.0,202720.42000003866,450023.11000002525
026EBC2ED1,서울특별시 성동구 독서당로60길 2,티엔************,,서울 성동구,동남아/인도음식,,20230403,,1120058000.0,202720.42000003866,450023.11000002525
AC6E8AC491,서울특별시 성동구 독서당로60길 4,한남*****,,서울 성동구,축산물,,20221031,20250730.0,1120058000.0,202724.930000022,450009.53000002133
AC6E8AC491,서울특별시 성동구 독서당로60길 4,한남*****,,서울 성동구,축산물,,20221031,20250730.0,1120058000.0,202724.930000022,450009.53000002133
5F4D724ED3,서울특별시 성동구 독서당로62길 4,가온*,,서울 성동구,백반/가정식,,20190812,,1120058000.0,202750.49000001058,450015.6400000242
5F4D724ED3,서울특별시 성동구 독서당로62길 4,가온*,,서울 성동구,백반/가정식,,20190812,,1120058000.0,202750.49000001058,450015.6400000242
DE2D4A4E86,서울특별시 성동구 동호로2길 28-1,광명**,,서울 성동구,식료품,금남시장,20211206,,1120062000.0,201686.9200000099,449844.9800000012
DE2D4A4E86,서울특별시 성동구 동호로2길 28-1,광명**,,서울 성동구,식료품,금남시장,20211206,,1120062000.0,201686.9200000099,449844.9800000012
C1B6121B9C,서울특별시 성동구 뚝섬로1가길 14,치카*****************,,서울 성동구,베이커리,,20221222,,1120065000.0,204168.98999997697,449203.4100000249
C1B6121B9C,서울특별시 성동구 뚝섬로1가길 14,치카*****************,,서울 성동구,베이커리,,20221222,,1120065000.0,204168.98999997697,449203.4100000249
9371F76478,서울특별시 성동구 뚝섬로1길 55-1,샐러*******,,서울 성동구,백반/가정식,뚝섬,20230613,,1120066000.0,204202.2399999711,449631.1000000226
9371F76478,서울특별시 성동구 뚝섬로1길 55-1,샐러*******,,서울 성동구,백반/가정식,뚝섬,20230613,,1120066000.0,204202.2399999711,449631.1000000226
D5F0182675,서울특별시 성동구 뚝섬로3나길 11,정*,,서울 성동구,카페,성수,20240424,,1120065000.0,204413.83999998987,449137.4700000198
D5F0182675,서울특별시 성동구 뚝섬로3나길 11,정*,,서울 성동구,카페,성수,20240424,,1120065000.0,204413.83999998987,449137.4700000198
F59ADB02C2,서울특별시 성동구 뚝섬로9길 11-1,문문*,,서울 성동구,백반/가정식,성수,20240716,,1120067000.0,204994.05999997866,448868.750000024
F59ADB02C2,서울특별시 성동구 뚝섬로9길 11-1,문문*,,서울 성동구,백반/가정식,성수,20240716,,1120067000.0,204994.05999997866,448868.750000024
7001FF8251,서울특별시 성동구 뚝섬로9길 13-1,팬톤****,,서울 성동구,양식,성수,20230605,,1120067000.0,204984.7099999817,448888.9900000206
7001FF8251,서울특별시 성동구 뚝섬로9길 13-1,팬톤****,,서울 성동구,양식,성수,20230605,,1120067000.0,204984.7099999817,448888.9900000206
AAA80B422A,서울특별시 성동구 뚝섬로9길 13-1,호감*,,서울 성동구,이자카야,성수,20220330,,1120067000.0,204984.7099999817,448888.9900000206
AAA80B422A,서울특별시 성동구 뚝섬로9길 13-1,호감*,,서울 성동구,이자카야,성수,20220330,,1120067000.0,204984.7099999817,448888.9900000206
8934C5353C,서울특별시 성동구 마장로31가길 2,자매**,,서울 성동구,백반/가정식,마장동,20171017,,1120054000.0,203385.51999998192,452217.63000001444
8934C5353C,서울특별시 성동구 마장로31가길 2,자매**,,서울 성동구,백반/가정식,마장동,20171017,,1120054000.0,203385.51999998192,452217.63000001444
386397E23E,서울특별시 성동구 마장로31가길 5,동명**,,서울 성동구,축산물,마장동,20210621,,1120054000.0,203411.00000004005,452249.6800000198
386397E23E,서울특별시 성동구 마장로31가길 5,동명**,,서울 성동구,축산물,마장동,20210621,,1120054000.0,203411.00000004005,452249.6800000198
C525E44DDB,서울특별시 성동구 마장로31가길 5,희망**,,서울 성동구,축산물,마장동,20211220,,1120054000.0,203411.00000004005,452249.6800000198
C525E44DDB,서울특별시 성동구 마장로31가길 5,희망**,,서울 성동구,축산물,마장동,20211220,,1120054000.0,203411.00000004005,452249.6800000198
289FECEDF1,서울특별시 성동구 마장로31가길 5,동명**,,서울 성동구,축산물,마장동,20211222,,1120054000.0,203411.00000004005,452249.6800000198
289FECEDF1,서울특별시 성동구 마장로31가길 5,동명**,,서울 성동구,축산물,마장동,20211222,,1120054000.0,203411.00000004005,452249.6800000198
A5252A18CF,서울특별시 성동구 마장로31가길 5,선광**,,서울 성동구,축산물,마장동,20220504,,1120054000.0,203411.00000004005,452249.6800000198
A5252A18CF,서울특별시 성동구 마장로31가길 5,선광**,,서울 성동구,축산물,마장동,20220504,,1120054000.0,203411.00000004005,452249.6800000198
33B68F414D,서울특별시 성동구 마장로31가길 6,수정**,,서울 성동구,식료품,마장동,20220803,,1120054000.0,203396.62000003495,452213.84000002197
33B68F414D,서울특별시 성동구 마장로31가길 6,수정**,,서울 성동구,식료품,마장동,20220803,,1120054000.0,203396.62000003495,452213.84000002197
E569E14F36,서울특별시 성동구 마장로35나길 4,길모****,,서울 성동구,커피전문점,마장동,20170629,,1120054000.0,203495.82000004055,452132.6600000201
E569E14F36,서울특별시 성동구 마장로35나길 4,길모****,,서울 성동구,커피전문점,마장동,20170629,,1120054000.0,203495.82000004055,452132.6600000201
1EC413BB05,서울특별시 성동구 마장로35나길 5,신호**,,서울 성동구,축산물,마장동,20201013,,1120054000.0,203528.09999996182,452137.20000001823
1EC413BB05,서울특별시 성동구 마장로35나길 5,신호**,,서울 성동구,축산물,마장동,20201013,,1120054000.0,203528.09999996182,452137.20000001823
C08E57AC76,서울특별시 성동구 마장로35나길 9,남문******,,서울 성동구,한식-찌개/전골,마장동,20240314,,1120054000.0,203562.71999996647,452126.99000001384
C08E57AC76,서울특별시 성동구 마장로35나길 9,남문******,,서울 성동구,한식-찌개/전골,마장동,20240314,,1120054000.0,203562.71999996647,452126.99000001384
1FD34CB47A,서울특별시 성동구 마장로35다길 7,세원**,,서울 성동구,축산물,마장동,20210121,,1120054000.0,203568.3199999825,452225.0000000167
1FD34CB47A,서울특별시 성동구 마장로35다길 7,세원**,,서울 성동구,축산물,마장동,20210121,,1120054000.0,203568.3199999825,452225.0000000167
48A2E5A7D3,서울특별시 성동구 마장로35다길 8,대성****,,서울 성동구,축산물,마장동,20230802,,1120054000.0,203558.47999999434,452211.25000002125
48A2E5A7D3,서울특별시 성동구 마장로35다길 8,대성****,,서울 성동구,축산물,마장동,20230802,,1120054000.0,203558.47999999434,452211.25000002125
4069628130,서울특별시 성동구 마장로35다길 9,OM***,,서울 성동구,축산물,마장동,20170424,,1120054000.0,203579.71000000628,452243.9600000159
4069628130,서울특별시 성동구 마장로35다길 9,OM***,,서울 성동구,축산물,마장동,20170424,,1120054000.0,203579.71000000628,452243.9600000159
61E9DEEBD7,서울특별시 성동구 마장로35다길 9,마천**,,서울 성동구,축산물,마장동,20230914,,1120054000.0,203579.71000000628,452243.9600000159
61E9DEEBD7,서울특별시 성동구 마장로35다길 9,마천**,,서울 성동구,축산물,마장동,20230914,,1120054000.0,203579.71000000628,452243.9600000159
3DFABAA899,서울특별시 성동구 마장로35다길 9,예농***,,서울 성동구,축산물,마장동,20240327,,1120054000.0,203579.71000000628,452243.9600000159
3DFABAA899,서울특별시 성동구 마장로35다길 9,예농***,,서울 성동구,축산물,마장동,20240327,,1120054000.0,203579.71000000628,452243.9600000159
07048B6141,서울특별시 성동구 마장로35라길 9,한남**,,서울 성동구,백반/가정식,마장동,20200610,,1120054000.0,203628.36000002045,452299.6100000167
07048B6141,서울특별시 성동구 마장로35라길 9,한남**,,서울 성동구,백반/가정식,마장동,20200610,,1120054000.0,203628.36000002045,452299.6100000167
C99550815C,서울특별시 성동구 마조로16길 3-6,쏘앤**************,,서울 성동구,농산물,,20231211,,1120054000.0,203741.2499999986,451664.3100000142
C99550815C,서울특별시 성동구 마조로16길 3-6,쏘앤**************,,서울 성동구,농산물,,20231211,,1120054000.0,203741.2499999986,451664.3100000142
6B57A63A62,서울특별시 성동구 마조로1가길 11,왕십*****************,,서울 성동구,포장마차,한양대,20241202,,1120055000.0,203539.83000003855,451219.5000000173
6B57A63A62,서울특별시 성동구 마조로1가길 11,왕십*****************,,서울 성동구,포장마차,한양대,20241202,,1120055000.0,203539.83000003855,451219.5000000173
2A74299DD1,서울특별시 성동구 마조로1가길 14,도담*******,치킨13,서울 성동구,치킨,한양대,20230911,20250407.0,1120055000.0,203541.38999999044,451197.27000001865
2A74299DD1,서울특별시 성동구 마조로1가길 14,도담*******,치킨13,서울 성동구,치킨,한양대,20230911,20250407.0,1120055000.0,203541.38999999044,451197.27000001865
3531297CCD,서울특별시 성동구 마조로1가길 16,한신*******,포장마차1,서울 성동구,포장마차,한양대,20220203,,1120055000.0,203554.2100000418,451196.6700000136
3531297CCD,서울특별시 성동구 마조로1가길 16,한신*******,포장마차1,서울 성동구,포장마차,한양대,20220203,,1120055000.0,203554.2100000418,451196.6700000136
E9CC23245B,서울특별시 성동구 마조로1길 26-5,싼(***********,,서울 성동구,피자,한양대,20220106,20240305.0,1120055000.0,203505.69000004188,451131.29000002105
E9CC23245B,서울특별시 성동구 마조로1길 26-5,싼(***********,,서울 성동구,피자,한양대,20220106,20240305.0,1120055000.0,203505.69000004188,451131.29000002105
1023E7B792,서울특별시 성동구 마조로1길 40-1,주*,,서울 성동구,요리주점,한양대,20240619,,1120055000.0,203483.08000004437,451276.1900000205
1023E7B792,서울특별시 성동구 마조로1길 40-1,주*,,서울 성동구,요리주점,한양대,20240619,,1120055000.0,203483.08000004437,451276.1900000205
EE79357E42,서울특별시 성동구 마조로3가길 10,미미**********,,서울 성동구,꼬치구이,한양대,20210319,,1120055000.0,203539.15000001292,451045.7500000226
EE79357E42,서울특별시 성동구 마조로3가길 10,미미**********,,서울 성동구,꼬치구이,한양대,20210319,,1120055000.0,203539.15000001292,451045.7500000226
BABA730F00,서울특별시 성동구 마조로3가길 10,생마*****,,서울 성동구,이자카야,한양대,20231128,,1120055000.0,203539.15000001292,451045.7500000226
BABA730F00,서울특별시 성동구 마조로3가길 10,생마*****,,서울 성동구,이자카야,한양대,20231128,,1120055000.0,203539.15000001292,451045.7500000226
9B4EED47A6,서울특별시 성동구 마조로3가길 11,마장**,,서울 성동구,한식-육류/고기,한양대,20171110,,1120055000.0,203519.28999999812,451063.81000001566
9B4EED47A6,서울특별시 성동구 마조로3가길 11,마장**,,서울 성동구,한식-육류/고기,한양대,20171110,,1120055000.0,203519.28999999812,451063.81000001566
E79BB5C3F3,서울특별시 성동구 마조로3가길 12,포차*,,서울 성동구,포장마차,한양대,20240411,,1120055000.0,203541.75999998336,451055.35000002466
E79BB5C3F3,서울특별시 성동구 마조로3가길 12,포차*,,서울 성동구,포장마차,한양대,20240411,,1120055000.0,203541.75999998336,451055.35000002466
EC8D405566,서울특별시 성동구 마조로3가길 12,계맛*****,,서울 성동구,한식-육류/고기,한양대,20221104,,1120055000.0,203541.75999998336,451055.35000002466
EC8D405566,서울특별시 성동구 마조로3가길 12,계맛*****,,서울 성동구,한식-육류/고기,한양대,20221104,,1120055000.0,203541.75999998336,451055.35000002466
2743897872,서울특별시 성동구 마조로3가길 15,용용*******,,서울 성동구,요리주점,한양대,20191210,,1120055000.0,203525.31000004424,451084.74000002374
2743897872,서울특별시 성동구 마조로3가길 15,용용*******,,서울 성동구,요리주점,한양대,20191210,,1120055000.0,203525.31000004424,451084.74000002374
AB9C75D921,서울특별시 성동구 마조로3가길 18,무지********,,서울 성동구,호프/맥주,한양대,20200904,,1120055000.0,203548.8899999968,451084.8300000153
AB9C75D921,서울특별시 성동구 마조로3가길 18,무지********,,서울 성동구,호프/맥주,한양대,20200904,,1120055000.0,203548.8899999968,451084.8300000153
FEA22C8CC8,서울특별시 성동구 마조로3가길 18,92******,,서울 성동구,한식-육류/고기,한양대,20241127,,1120055000.0,203548.8899999968,451084.8300000153
FEA22C8CC8,서울특별시 성동구 마조로3가길 18,92******,,서울 성동구,한식-육류/고기,한양대,20241127,,1120055000.0,203548.8899999968,451084.8300000153
FCBE9BD039,서울특별시 성동구 마조로3가길 21,달*,,서울 성동구,한식-단품요리일반,한양대,20200701,,1120055000.0,203531.90999999308,451109.42000002123
FCBE9BD039,서울특별시 성동구 마조로3가길 21,달*,,서울 성동구,한식-단품요리일반,한양대,20200701,,1120055000.0,203531.90999999308,451109.42000002123
90AFF4E6B1,서울특별시 성동구 마조로3가길 25,김복*************,,서울 성동구,호프/맥주,한양대,20220722,20250408.0,1120055000.0,203536.15000001623,451125.5700000221
90AFF4E6B1,서울특별시 성동구 마조로3가길 25,김복*************,,서울 성동구,호프/맥주,한양대,20220722,20250408.0,1120055000.0,203536.15000001623,451125.5700000221
6A405B55C3,서울특별시 성동구 마조로3가길 25,몽*,,서울 성동구,백반/가정식,한양대,20240219,,1120055000.0,203536.15000001623,451125.5700000221
6A405B55C3,서울특별시 성동구 마조로3가길 25,몽*,,서울 성동구,백반/가정식,한양대,20240219,,1120055000.0,203536.15000001623,451125.5700000221
70B13460CE,서울특별시 성동구 마조로3가길 30,오*,,서울 성동구,이자카야,한양대,20200717,,1120055000.0,203561.31999996555,451143.24000002106
70B13460CE,서울특별시 성동구 마조로3가길 30,오*,,서울 성동구,이자카야,한양대,20200717,,1120055000.0,203561.31999996555,451143.24000002106
FEFBDB41EA,서울특별시 성동구 마조로3가길 30,수세*,,서울 성동구,한식-단품요리일반,한양대,20210531,,1120055000.0,203561.31999996555,451143.24000002106
FEFBDB41EA,서울특별시 성동구 마조로3가길 30,수세*,,서울 성동구,한식-단품요리일반,한양대,20210531,,1120055000.0,203561.31999996555,451143.24000002106
D438843206,서울특별시 성동구 마조로3나길 20,춘*,,서울 성동구,일식당,한양대,20180702,,1120055000.0,203516.44999996506,451109.370000025
D438843206,서울특별시 성동구 마조로3나길 20,춘*,,서울 성동구,일식당,한양대,20180702,,1120055000.0,203516.44999996506,451109.370000025
5E8B3A9C0F,서울특별시 성동구 마조로3나길 26,곱분*********,,서울 성동구,한식-육류/고기,한양대,20160819,,1120055000.0,203522.43999997273,451124.95000001683
5E8B3A9C0F,서울특별시 성동구 마조로3나길 26,곱분*********,,서울 성동구,한식-육류/고기,한양대,20160819,,1120055000.0,203522.43999997273,451124.95000001683
5FE888BC65,서울특별시 성동구 마조로3나길 27,메종****,,서울 성동구,백반/가정식,한양대,20240422,,1120055000.0,203508.72999999253,451144.3200000153
5FE888BC65,서울특별시 성동구 마조로3나길 27,메종****,,서울 성동구,백반/가정식,한양대,20240422,,1120055000.0,203508.72999999253,451144.3200000153
9E304D405E,서울특별시 성동구 마조로3나길 28,본참*,일식당1,서울 성동구,일식당,한양대,20211203,,1120055000.0,203525.23000001782,451138.7900000173
9E304D405E,서울특별시 성동구 마조로3나길 28,본참*,일식당1,서울 성동구,일식당,한양대,20211203,,1120055000.0,203525.23000001782,451138.7900000173
E1D3268137,서울특별시 성동구 마조로5길 4-10,은현******,,서울 성동구,요리주점,한양대,20230803,,1120055000.0,203609.27999998504,451206.62000002427
E1D3268137,서울특별시 성동구 마조로5길 4-10,은현******,,서울 성동구,요리주점,한양대,20230803,,1120055000.0,203609.27999998504,451206.62000002427
C8E76C194D,서울특별시 성동구 마조로5길 4-11,칠구**************,,서울 성동구,한식-단품요리일반,한양대,20171130,,1120055000.0,203589.83999997802,451218.84000001947
C8E76C194D,서울특별시 성동구 마조로5길 4-11,칠구**************,,서울 성동구,한식-단품요리일반,한양대,20171130,,1120055000.0,203589.83999997802,451218.84000001947
98ACFD8C28,서울특별시 성동구 마조로5길 4-12,왕십****,,서울 성동구,한식-해물/생선,한양대,20231005,,1120055000.0,203610.3299999647,451218.92000001593
98ACFD8C28,서울특별시 성동구 마조로5길 4-12,왕십****,,서울 성동구,한식-해물/생선,한양대,20231005,,1120055000.0,203610.3299999647,451218.92000001593
3D8F0EC508,서울특별시 성동구 마조로5길 4-16,완미********,,서울 성동구,한식-육류/고기,한양대,20230829,,1120055000.0,203612.70999999408,451234.98000002105
3D8F0EC508,서울특별시 성동구 마조로5길 4-16,완미********,,서울 성동구,한식-육류/고기,한양대,20230829,,1120055000.0,203612.70999999408,451234.98000002105
5196197266,서울특별시 성동구 마조로7길 12-1,삼목*,,서울 성동구,한식-육류/고기,한양대,20190712,,1120055000.0,203526.02999999348,451262.91000001767
5196197266,서울특별시 성동구 마조로7길 12-1,삼목*,,서울 성동구,한식-육류/고기,한양대,20190712,,1120055000.0,203526.02999999348,451262.91000001767
F5FA25FE2A,서울특별시 성동구 무수막18길 6-2,홍대****,,서울 성동구,식료품,신금호,20230530,,1120061500.0,201856.8299999813,450367.670000023
F5FA25FE2A,서울특별시 성동구 무수막18길 6-2,홍대****,,서울 성동구,식료품,신금호,20230530,,1120061500.0,201856.8299999813,450367.670000023
158A1920D0,서울특별시 성동구 무수막길 89-31,레몬*,,서울 성동구,카페,신금호,20190429,,1120061500.0,201744.54999996445,450462.340000018
158A1920D0,서울특별시 성동구 무수막길 89-31,레몬*,,서울 성동구,카페,신금호,20190429,,1120061500.0,201744.54999996445,450462.340000018
832EC92421,서울특별시 성동구 무수막길 89-38,비비***********,치킨2,서울 성동구,치킨,신금호,20230405,,1120061500.0,201730.08999999697,450476.52000000223
832EC92421,서울특별시 성동구 무수막길 89-38,비비***********,치킨2,서울 성동구,치킨,신금호,20230405,,1120061500.0,201730.08999999697,450476.52000000223
D52B8311A4,서울특별시 성동구 무학로2나길 28,푸른**,,서울 성동구,한식-해물/생선,왕십리,20181120,,1120053500.0,203021.95999997796,451628.2900000155
D52B8311A4,서울특별시 성동구 무학로2나길 28,푸른**,,서울 성동구,한식-해물/생선,왕십리,20181120,,1120053500.0,203021.95999997796,451628.2900000155
B50F3C905B,서울특별시 성동구 무학로4길 29-1,소점**,,서울 성동구,백반/가정식,왕십리,20220609,,1120053500.0,203022.98999998567,451674.8600000165
B50F3C905B,서울특별시 성동구 무학로4길 29-1,소점**,,서울 성동구,백반/가정식,왕십리,20220609,,1120053500.0,203022.98999998567,451674.8600000165
E2A8F11930,서울특별시 성동구 무학로6길 36-2,꼬숩*************,,서울 성동구,백반/가정식,왕십리,20241029,,1120053500.0,202999.98999998003,451703.7300000197
E2A8F11930,서울특별시 성동구 무학로6길 36-2,꼬숩*************,,서울 성동구,백반/가정식,왕십리,20241029,,1120053500.0,202999.98999998003,451703.7300000197
0961D33241,서울특별시 성동구 무학로8길 28-1,까페*****************,,서울 성동구,카페,왕십리,20190910,,1120053500.0,202999.2199999771,451757.0300000246
0961D33241,서울특별시 성동구 무학로8길 28-1,까페*****************,,서울 성동구,카페,왕십리,20190910,,1120053500.0,202999.2199999771,451757.0300000246
727C56F5CD,서울특별시 성동구 무학봉15가길 4,달*,,서울 성동구,동남아/인도음식,,20230503,,1120052000.0,202705.20000004588,451325.89000000054
727C56F5CD,서울특별시 성동구 무학봉15가길 4,달*,,서울 성동구,동남아/인도음식,,20230503,,1120052000.0,202705.20000004588,451325.89000000054
33E070A5FE,서울특별시 성동구 무학봉15가길 7,한국**,,서울 성동구,청과물,,20180907,,1120052000.0,202675.23000000947,451285.6500000213
33E070A5FE,서울특별시 성동구 무학봉15가길 7,한국**,,서울 성동구,청과물,,20180907,,1120052000.0,202675.23000000947,451285.6500000213
1ADFDEE86A,서울특별시 성동구 무학봉15다길 2,왕십***,,서울 성동구,치킨,왕십리,20181224,,1120052000.0,202707.9200000322,451435.10000001965
1ADFDEE86A,서울특별시 성동구 무학봉15다길 2,왕십***,,서울 성동구,치킨,왕십리,20181224,,1120052000.0,202707.9200000322,451435.10000001965
9B74A58D26,서울특별시 성동구 무학봉15다길 4,스멜*,,서울 성동구,베이커리,왕십리,20210813,,1120052000.0,202698.94999996116,451420.7100000195
